[*] EdgeShield Sensor Simulator started
[+] iot/gateway/sensor-03/telemetry -> value=1011.68 rssi=-87 fcnt=110
[+] iot/gateway/sensor-01/telemetry -> value=21.45 rssi=-71 fcnt=111
[+] iot/gateway/sensor-02/telemetry -> value=56.24 rssi=-86 fcnt=111
[+] iot/gateway/sensor-03/telemetry -> value=1008.34 rssi=-72 fcnt=111
[+] iot/gateway/sensor-01/telemetry -> value=21.93 rssi=-67 fcnt=112
[+] iot/gateway/sensor-02/telemetry -> value=57.98 rssi=-85 fcnt=112
[+] iot/gateway/sensor-03/telemetry -> value=1012.46 rssi=-69 fcnt=112
[+] iot/gateway/sensor-01/telemetry -> value=24.23 rssi=-61 fcnt=113
[+] iot/gateway/sensor-02/telemetry -> value=60.44 rssi=-76 fcnt=113
[+] iot/gateway/sensor-03/telemetry -> value=1009.18 rssi=-95 fcnt=113
[+] iot/gateway/sensor-01/telemetry -> value=22.42 rssi=-69 fcnt=114
[+] iot/gateway/sensor-02/telemetry -> value=48.87 rssi=-75 fcnt=114
[+] iot/gateway/sensor-03/telemetry -> value=1012.15 rssi=-70 fcnt=114
[+] iot/gateway/sensor-01/telemetry -> value=20.81 rssi=-70 fcnt=115
[+] iot/gateway/sensor-02/telemetry -> value=59.56 rssi=-78 fcnt=115
[+] iot/gateway/sensor-03/telemetry -> value=1011.94 rssi=-85 fcnt=115
[+] iot/gateway/sensor-01/telemetry -> value=21.47 rssi=-92 fcnt=116
[+] iot/gateway/sensor-02/telemetry -> value=54.44 rssi=-60 fcnt=116
[+] iot/gateway/sensor-03/telemetry -> value=1009.77 rssi=-62 fcnt=116
[+] iot/gateway/sensor-01/telemetry -> value=22.72 rssi=-79 fcnt=117
[+] iot/gateway/sensor-02/telemetry -> value=58.92 rssi=-93 fcnt=117
[+] iot/gateway/sensor-03/telemetry -> value=1013.81 rssi=-75 fcnt=117
[+] iot/gateway/sensor-01/telemetry -> value=21.49 rssi=-87 fcnt=118
[+] iot/gateway/sensor-02/telemetry -> value=54.85 rssi=-94 fcnt=118
[+] iot/gateway/sensor-03/telemetry -> value=1014.53 rssi=-67 fcnt=118
[+] iot/gateway/sensor-01/telemetry -> value=22.46 rssi=-79 fcnt=119
[+] iot/gateway/sensor-02/telemetry -> value=58.72 rssi=-85 fcnt=119
[+] iot/gateway/sensor-03/telemetry -> value=1011.85 rssi=-68 fcnt=119
[+] iot/gateway/sensor-01/telemetry -> value=21.55 rssi=-72 fcnt=120
[+] iot/gateway/sensor-02/telemetry -> value=52.87 rssi=-91 fcnt=120
[+] iot/gateway/sensor-03/telemetry -> value=1011.15 rssi=-95 fcnt=120
[+] iot/gateway/sensor-01/telemetry -> value=22.59 rssi=-81 fcnt=121
[+] iot/gateway/sensor-02/telemetry -> value=53.43 rssi=-95 fcnt=121
[+] iot/gateway/sensor-03/telemetry -> value=1009.74 rssi=-60 fcnt=121
[+] iot/gateway/sensor-01/telemetry -> value=23.64 rssi=-89 fcnt=122
[+] iot/gateway/sensor-02/telemetry -> value=56.29 rssi=-66 fcnt=122
[+] iot/gateway/sensor-03/telemetry -> value=1015.57 rssi=-94 fcnt=122
[+] iot/gateway/sensor-01/telemetry -> value=21.5 rssi=-89 fcnt=123
[+] iot/gateway/sensor-02/telemetry -> value=53.55 rssi=-66 fcnt=123
[+] iot/gateway/sensor-03/telemetry -> value=1015.68 rssi=-95 fcnt=123
[+] iot/gateway/sensor-01/telemetry -> value=23.31 rssi=-88 fcnt=124
[+] iot/gateway/sensor-02/telemetry -> value=50.88 rssi=-71 fcnt=124
[+] iot/gateway/sensor-03/telemetry -> value=1012.48 rssi=-61 fcnt=124
[+] iot/gateway/sensor-01/telemetry -> value=22.58 rssi=-87 fcnt=125
[+] iot/gateway/sensor-02/telemetry -> value=51.64 rssi=-89 fcnt=125
[+] iot/gateway/sensor-03/telemetry -> value=1013.33 rssi=-68 fcnt=125
[+] iot/gateway/sensor-01/telemetry -> value=23.22 rssi=-69 fcnt=126
[+] iot/gateway/sensor-02/telemetry -> value=51.09 rssi=-90 fcnt=126
[+] iot/gateway/sensor-03/telemetry -> value=1014.49 rssi=-62 fcnt=126
[+] iot/gateway/sensor-01/telemetry -> value=24.26 rssi=-94 fcnt=127
[+] iot/gateway/sensor-02/telemetry -> value=54.06 rssi=-63 fcnt=127
[+] iot/gateway/sensor-03/telemetry -> value=1014.56 rssi=-82 fcnt=127
[+] iot/gateway/sensor-01/telemetry -> value=23.14 rssi=-79 fcnt=128
[+] iot/gateway/sensor-02/telemetry -> value=52.63 rssi=-84 fcnt=128
[+] iot/gateway/sensor-03/telemetry -> value=1013.97 rssi=-73 fcnt=128
[+] iot/gateway/sensor-01/telemetry -> value=21.95 rssi=-76 fcnt=129
[+] iot/gateway/sensor-02/telemetry -> value=56.3 rssi=-63 fcnt=129
[+] iot/gateway/sensor-03/telemetry -> value=1010.15 rssi=-74 fcnt=129
[+] iot/gateway/sensor-01/telemetry -> value=23.02 rssi=-65 fcnt=130
[+] iot/gateway/sensor-02/telemetry -> value=52.58 rssi=-80 fcnt=130
[+] iot/gateway/sensor-03/telemetry -> value=1012.75 rssi=-88 fcnt=130
[+] iot/gateway/sensor-01/telemetry -> value=21.51 rssi=-92 fcnt=131
[+] iot/gateway/sensor-02/telemetry -> value=57.04 rssi=-69 fcnt=131
[+] iot/gateway/sensor-03/telemetry -> value=1015.81 rssi=-69 fcnt=131
[+] iot/gateway/sensor-01/telemetry -> value=22.13 rssi=-64 fcnt=132
[+] iot/gateway/sensor-02/telemetry -> value=54.23 rssi=-78 fcnt=132
[+] iot/gateway/sensor-03/telemetry -> value=1013.84 rssi=-87 fcnt=132
[+] iot/gateway/sensor-01/telemetry -> value=24.61 rssi=-70 fcnt=133
[+] iot/gateway/sensor-02/telemetry -> value=53.77 rssi=-70 fcnt=133
[+] iot/gateway/sensor-03/telemetry -> value=1016.11 rssi=-78 fcnt=133
[+] iot/gateway/sensor-01/telemetry -> value=22.85 rssi=-92 fcnt=134
[+] iot/gateway/sensor-02/telemetry -> value=54.15 rssi=-61 fcnt=134
[+] iot/gateway/sensor-03/telemetry -> value=1013.3 rssi=-74 fcnt=134
[+] iot/gateway/sensor-01/telemetry -> value=23.44 rssi=-83 fcnt=135
[+] iot/gateway/sensor-02/telemetry -> value=56.14 rssi=-66 fcnt=135
[+] iot/gateway/sensor-03/telemetry -> value=1011.26 rssi=-81 fcnt=135
[+] iot/gateway/sensor-01/telemetry -> value=22.83 rssi=-88 fcnt=136
[+] iot/gateway/sensor-02/telemetry -> value=56.73 rssi=-82 fcnt=136
[+] iot/gateway/sensor-03/telemetry -> value=1013.15 rssi=-84 fcnt=136
[+] iot/gateway/sensor-01/telemetry -> value=22.4 rssi=-63 fcnt=137
[+] iot/gateway/sensor-02/telemetry -> value=56.45 rssi=-91 fcnt=137
[+] iot/gateway/sensor-03/telemetry -> value=1012.86 rssi=-94 fcnt=137
[+] iot/gateway/sensor-01/telemetry -> value=21.78 rssi=-78 fcnt=138
[+] iot/gateway/sensor-02/telemetry -> value=55.42 rssi=-90 fcnt=138
[+] iot/gateway/sensor-03/telemetry -> value=1010.76 rssi=-90 fcnt=138
[+] iot/gateway/sensor-01/telemetry -> value=21.33 rssi=-70 fcnt=139
[+] iot/gateway/sensor-02/telemetry -> value=53.72 rssi=-94 fcnt=139
[+] iot/gateway/sensor-03/telemetry -> value=1010.68 rssi=-78 fcnt=139
[+] iot/gateway/sensor-01/telemetry -> value=22.57 rssi=-72 fcnt=140
[+] iot/gateway/sensor-02/telemetry -> value=54.68 rssi=-83 fcnt=140
[+] iot/gateway/sensor-03/telemetry -> value=1015.47 rssi=-68 fcnt=140
[+] iot/gateway/sensor-01/telemetry -> value=23.0 rssi=-63 fcnt=141
[+] iot/gateway/sensor-02/telemetry -> value=52.38 rssi=-60 fcnt=141
[+] iot/gateway/sensor-03/telemetry -> value=1014.42 rssi=-74 fcnt=141
[+] iot/gateway/sensor-01/telemetry -> value=23.14 rssi=-81 fcnt=142
[+] iot/gateway/sensor-02/telemetry -> value=58.16 rssi=-84 fcnt=142
[+] iot/gateway/sensor-03/telemetry -> value=1015.59 rssi=-87 fcnt=142
[+] iot/gateway/sensor-01/telemetry -> value=21.68 rssi=-70 fcnt=143
[+] iot/gateway/sensor-02/telemetry -> value=49.42 rssi=-88 fcnt=143
[+] iot/gateway/sensor-03/telemetry -> value=1013.33 rssi=-80 fcnt=143
[+] iot/gateway/sensor-01/telemetry -> value=22.66 rssi=-91 fcnt=144
[+] iot/gateway/sensor-02/telemetry -> value=58.78 rssi=-75 fcnt=144
[+] iot/gateway/sensor-03/telemetry -> value=1010.02 rssi=-60 fcnt=144
[+] iot/gateway/sensor-01/telemetry -> value=22.87 rssi=-66 fcnt=145
[+] iot/gateway/sensor-02/telemetry -> value=53.97 rssi=-77 fcnt=145
[+] iot/gateway/sensor-03/telemetry -> value=1014.24 rssi=-70 fcnt=145
[+] iot/gateway/sensor-01/telemetry -> value=25.0 rssi=-68 fcnt=146
[+] iot/gateway/sensor-02/telemetry -> value=54.19 rssi=-65 fcnt=146
[+] iot/gateway/sensor-03/telemetry -> value=1015.67 rssi=-93 fcnt=146
[+] iot/gateway/sensor-01/telemetry -> value=24.39 rssi=-89 fcnt=147
[+] iot/gateway/sensor-02/telemetry -> value=56.47 rssi=-84 fcnt=147
[+] iot/gateway/sensor-03/telemetry -> value=1012.51 rssi=-68 fcnt=147
[+] iot/gateway/sensor-01/telemetry -> value=22.98 rssi=-66 fcnt=148
[+] iot/gateway/sensor-02/telemetry -> value=53.33 rssi=-93 fcnt=148
[+] iot/gateway/sensor-03/telemetry -> value=1014.36 rssi=-87 fcnt=148
[+] iot/gateway/sensor-01/telemetry -> value=24.44 rssi=-77 fcnt=149
[+] iot/gateway/sensor-02/telemetry -> value=55.36 rssi=-63 fcnt=149
[+] iot/gateway/sensor-03/telemetry -> value=1009.63 rssi=-65 fcnt=149
[+] iot/gateway/sensor-01/telemetry -> value=21.29 rssi=-71 fcnt=150
[+] iot/gateway/sensor-02/telemetry -> value=52.34 rssi=-83 fcnt=150
[+] iot/gateway/sensor-03/telemetry -> value=1011.97 rssi=-83 fcnt=150
[+] iot/gateway/sensor-01/telemetry -> value=21.46 rssi=-94 fcnt=151
[+] iot/gateway/sensor-02/telemetry -> value=56.45 rssi=-79 fcnt=151
[+] iot/gateway/sensor-03/telemetry -> value=1013.56 rssi=-88 fcnt=151
[+] iot/gateway/sensor-01/telemetry -> value=21.58 rssi=-64 fcnt=152
[+] iot/gateway/sensor-02/telemetry -> value=49.25 rssi=-65 fcnt=152
[+] iot/gateway/sensor-03/telemetry -> value=1014.5 rssi=-63 fcnt=152
[+] iot/gateway/sensor-01/telemetry -> value=23.95 rssi=-76 fcnt=153
[+] iot/gateway/sensor-02/telemetry -> value=55.16 rssi=-62 fcnt=153
[+] iot/gateway/sensor-03/telemetry -> value=1012.88 rssi=-63 fcnt=153
[+] iot/gateway/sensor-01/telemetry -> value=23.23 rssi=-80 fcnt=154
[+] iot/gateway/sensor-02/telemetry -> value=52.16 rssi=-83 fcnt=154
[+] iot/gateway/sensor-03/telemetry -> value=1013.55 rssi=-66 fcnt=154
[+] iot/gateway/sensor-01/telemetry -> value=23.91 rssi=-74 fcnt=155
[+] iot/gateway/sensor-02/telemetry -> value=47.74 rssi=-79 fcnt=155
[+] iot/gateway/sensor-03/telemetry -> value=1011.01 rssi=-68 fcnt=155
[+] iot/gateway/sensor-01/telemetry -> value=21.95 rssi=-73 fcnt=156
[+] iot/gateway/sensor-02/telemetry -> value=54.8 rssi=-60 fcnt=156
[+] iot/gateway/sensor-03/telemetry -> value=1009.81 rssi=-62 fcnt=156
[+] iot/gateway/sensor-01/telemetry -> value=23.34 rssi=-78 fcnt=157
[+] iot/gateway/sensor-02/telemetry -> value=51.51 rssi=-67 fcnt=157
[+] iot/gateway/sensor-03/telemetry -> value=1011.82 rssi=-81 fcnt=157
[+] iot/gateway/sensor-01/telemetry -> value=20.37 rssi=-83 fcnt=158
[+] iot/gateway/sensor-02/telemetry -> value=56.37 rssi=-60 fcnt=158
[+] iot/gateway/sensor-03/telemetry -> value=1013.62 rssi=-62 fcnt=158
[+] iot/gateway/sensor-01/telemetry -> value=24.33 rssi=-95 fcnt=159
[+] iot/gateway/sensor-02/telemetry -> value=57.23 rssi=-92 fcnt=159
[+] iot/gateway/sensor-03/telemetry -> value=1010.68 rssi=-84 fcnt=159
[+] iot/gateway/sensor-01/telemetry -> value=23.89 rssi=-90 fcnt=160
[+] iot/gateway/sensor-02/telemetry -> value=54.37 rssi=-66 fcnt=160
[+] iot/gateway/sensor-03/telemetry -> value=1015.54 rssi=-81 fcnt=160
[+] iot/gateway/sensor-01/telemetry -> value=22.15 rssi=-62 fcnt=161
[+] iot/gateway/sensor-02/telemetry -> value=53.2 rssi=-94 fcnt=161
[+] iot/gateway/sensor-03/telemetry -> value=1013.68 rssi=-77 fcnt=161
[+] iot/gateway/sensor-01/telemetry -> value=23.38 rssi=-91 fcnt=162
[+] iot/gateway/sensor-02/telemetry -> value=52.41 rssi=-63 fcnt=162
[+] iot/gateway/sensor-03/telemetry -> value=1015.51 rssi=-70 fcnt=162
[+] iot/gateway/sensor-01/telemetry -> value=21.82 rssi=-70 fcnt=163
[+] iot/gateway/sensor-02/telemetry -> value=55.8 rssi=-81 fcnt=163
[+] iot/gateway/sensor-03/telemetry -> value=1013.52 rssi=-62 fcnt=163
[+] iot/gateway/sensor-01/telemetry -> value=24.04 rssi=-62 fcnt=164
[+] iot/gateway/sensor-02/telemetry -> value=53.72 rssi=-73 fcnt=164
[+] iot/gateway/sensor-03/telemetry -> value=1012.2 rssi=-94 fcnt=164
[+] iot/gateway/sensor-01/telemetry -> value=22.78 rssi=-75 fcnt=165
[+] iot/gateway/sensor-02/telemetry -> value=59.72 rssi=-92 fcnt=165
[+] iot/gateway/sensor-03/telemetry -> value=1011.97 rssi=-80 fcnt=165
[+] iot/gateway/sensor-01/telemetry -> value=23.84 rssi=-75 fcnt=166
[+] iot/gateway/sensor-02/telemetry -> value=48.51 rssi=-63 fcnt=166
[+] iot/gateway/sensor-03/telemetry -> value=1012.55 rssi=-63 fcnt=166
[+] iot/gateway/sensor-01/telemetry -> value=24.0 rssi=-75 fcnt=167
[+] iot/gateway/sensor-02/telemetry -> value=55.52 rssi=-76 fcnt=167
[+] iot/gateway/sensor-03/telemetry -> value=1014.2 rssi=-90 fcnt=167
[+] iot/gateway/sensor-01/telemetry -> value=23.67 rssi=-88 fcnt=168
[+] iot/gateway/sensor-02/telemetry -> value=56.58 rssi=-69 fcnt=168
[+] iot/gateway/sensor-03/telemetry -> value=1015.29 rssi=-66 fcnt=168
[+] iot/gateway/sensor-01/telemetry -> value=21.12 rssi=-85 fcnt=169
[+] iot/gateway/sensor-02/telemetry -> value=55.67 rssi=-95 fcnt=169
[+] iot/gateway/sensor-03/telemetry -> value=1014.25 rssi=-64 fcnt=169
[+] iot/gateway/sensor-01/telemetry -> value=23.71 rssi=-80 fcnt=170
[+] iot/gateway/sensor-02/telemetry -> value=53.6 rssi=-78 fcnt=170
[+] iot/gateway/sensor-03/telemetry -> value=1013.25 rssi=-75 fcnt=170
[+] iot/gateway/sensor-01/telemetry -> value=23.3 rssi=-65 fcnt=171
[+] iot/gateway/sensor-02/telemetry -> value=52.08 rssi=-85 fcnt=171
[+] iot/gateway/sensor-03/telemetry -> value=1010.29 rssi=-65 fcnt=171
[+] iot/gateway/sensor-01/telemetry -> value=23.38 rssi=-94 fcnt=172
[+] iot/gateway/sensor-02/telemetry -> value=51.66 rssi=-87 fcnt=172
[+] iot/gateway/sensor-03/telemetry -> value=1013.41 rssi=-70 fcnt=172
[+] iot/gateway/sensor-01/telemetry -> value=22.74 rssi=-88 fcnt=173
[+] iot/gateway/sensor-02/telemetry -> value=58.01 rssi=-62 fcnt=173
[+] iot/gateway/sensor-03/telemetry -> value=1012.96 rssi=-66 fcnt=173
[+] iot/gateway/sensor-01/telemetry -> value=22.56 rssi=-91 fcnt=174
[+] iot/gateway/sensor-02/telemetry -> value=51.06 rssi=-83 fcnt=174
[+] iot/gateway/sensor-03/telemetry -> value=1013.01 rssi=-86 fcnt=174
[+] iot/gateway/sensor-01/telemetry -> value=23.27 rssi=-75 fcnt=175
[+] iot/gateway/sensor-02/telemetry -> value=56.94 rssi=-60 fcnt=175
[+] iot/gateway/sensor-03/telemetry -> value=1014.23 rssi=-84 fcnt=175
[+] iot/gateway/sensor-01/telemetry -> value=22.22 rssi=-65 fcnt=176
[+] iot/gateway/sensor-02/telemetry -> value=57.03 rssi=-60 fcnt=176
[+] iot/gateway/sensor-03/telemetry -> value=1011.06 rssi=-79 fcnt=176
[+] iot/gateway/sensor-01/telemetry -> value=25.36 rssi=-93 fcnt=177
[+] iot/gateway/sensor-02/telemetry -> value=54.08 rssi=-73 fcnt=177
[+] iot/gateway/sensor-03/telemetry -> value=1012.48 rssi=-79 fcnt=177
[+] iot/gateway/sensor-01/telemetry -> value=21.64 rssi=-68 fcnt=178
[+] iot/gateway/sensor-02/telemetry -> value=58.09 rssi=-83 fcnt=178
[+] iot/gateway/sensor-03/telemetry -> value=1016.31 rssi=-72 fcnt=178
[+] iot/gateway/sensor-01/telemetry -> value=22.47 rssi=-86 fcnt=179
[+] iot/gateway/sensor-02/telemetry -> value=50.39 rssi=-90 fcnt=179
[+] iot/gateway/sensor-03/telemetry -> value=1015.23 rssi=-82 fcnt=179
[+] iot/gateway/sensor-01/telemetry -> value=22.36 rssi=-81 fcnt=180
[+] iot/gateway/sensor-02/telemetry -> value=50.94 rssi=-83 fcnt=180
[+] iot/gateway/sensor-03/telemetry -> value=1014.86 rssi=-73 fcnt=180
[+] iot/gateway/sensor-01/telemetry -> value=25.66 rssi=-94 fcnt=181
[+] iot/gateway/sensor-02/telemetry -> value=49.21 rssi=-78 fcnt=181
[+] iot/gateway/sensor-03/telemetry -> value=1013.41 rssi=-70 fcnt=181
[+] iot/gateway/sensor-01/telemetry -> value=21.8 rssi=-74 fcnt=182
[+] iot/gateway/sensor-02/telemetry -> value=57.47 rssi=-67 fcnt=182
[+] iot/gateway/sensor-03/telemetry -> value=1010.77 rssi=-90 fcnt=182
[+] iot/gateway/sensor-01/telemetry -> value=23.76 rssi=-61 fcnt=183
[+] iot/gateway/sensor-02/telemetry -> value=49.57 rssi=-66 fcnt=183
[+] iot/gateway/sensor-03/telemetry -> value=1010.8 rssi=-88 fcnt=183
[+] iot/gateway/sensor-01/telemetry -> value=22.39 rssi=-77 fcnt=184
[+] iot/gateway/sensor-02/telemetry -> value=59.28 rssi=-64 fcnt=184
[+] iot/gateway/sensor-03/telemetry -> value=1013.9 rssi=-66 fcnt=184
[+] iot/gateway/sensor-01/telemetry -> value=23.85 rssi=-77 fcnt=185
[+] iot/gateway/sensor-02/telemetry -> value=57.46 rssi=-86 fcnt=185
[+] iot/gateway/sensor-03/telemetry -> value=1013.13 rssi=-61 fcnt=185
[+] iot/gateway/sensor-01/telemetry -> value=22.43 rssi=-82 fcnt=186
[+] iot/gateway/sensor-02/telemetry -> value=55.86 rssi=-93 fcnt=186
[+] iot/gateway/sensor-03/telemetry -> value=1014.05 rssi=-86 fcnt=186
[+] iot/gateway/sensor-01/telemetry -> value=24.67 rssi=-68 fcnt=187
[+] iot/gateway/sensor-02/telemetry -> value=57.13 rssi=-75 fcnt=187
[+] iot/gateway/sensor-03/telemetry -> value=1010.76 rssi=-91 fcnt=187
[+] iot/gateway/sensor-01/telemetry -> value=21.05 rssi=-95 fcnt=188
[+] iot/gateway/sensor-02/telemetry -> value=46.76 rssi=-82 fcnt=188
[+] iot/gateway/sensor-03/telemetry -> value=1012.74 rssi=-76 fcnt=188
[+] iot/gateway/sensor-01/telemetry -> value=21.77 rssi=-86 fcnt=189
[+] iot/gateway/sensor-02/telemetry -> value=54.85 rssi=-87 fcnt=189
[+] iot/gateway/sensor-03/telemetry -> value=1016.54 rssi=-68 fcnt=189
[+] iot/gateway/sensor-01/telemetry -> value=21.28 rssi=-82 fcnt=190
[+] iot/gateway/sensor-02/telemetry -> value=54.96 rssi=-83 fcnt=190
[+] iot/gateway/sensor-03/telemetry -> value=1011.35 rssi=-93 fcnt=190
[+] iot/gateway/sensor-01/telemetry -> value=21.44 rssi=-65 fcnt=191
[+] iot/gateway/sensor-02/telemetry -> value=56.58 rssi=-80 fcnt=191
[+] iot/gateway/sensor-03/telemetry -> value=1013.35 rssi=-76 fcnt=191
[+] iot/gateway/sensor-01/telemetry -> value=21.75 rssi=-70 fcnt=192
[+] iot/gateway/sensor-02/telemetry -> value=59.86 rssi=-83 fcnt=192
[+] iot/gateway/sensor-03/telemetry -> value=1010.98 rssi=-89 fcnt=192
[+] iot/gateway/sensor-01/telemetry -> value=20.42 rssi=-84 fcnt=193
[+] iot/gateway/sensor-02/telemetry -> value=55.37 rssi=-64 fcnt=193
[+] iot/gateway/sensor-03/telemetry -> value=1014.91 rssi=-82 fcnt=193
[+] iot/gateway/sensor-01/telemetry -> value=24.41 rssi=-76 fcnt=194
[+] iot/gateway/sensor-02/telemetry -> value=54.6 rssi=-90 fcnt=194
[+] iot/gateway/sensor-03/telemetry -> value=1011.29 rssi=-78 fcnt=194
[+] iot/gateway/sensor-01/telemetry -> value=23.99 rssi=-90 fcnt=195
[+] iot/gateway/sensor-02/telemetry -> value=59.13 rssi=-61 fcnt=195
[+] iot/gateway/sensor-03/telemetry -> value=1015.23 rssi=-66 fcnt=195
[+] iot/gateway/sensor-01/telemetry -> value=22.16 rssi=-67 fcnt=196
[+] iot/gateway/sensor-02/telemetry -> value=61.23 rssi=-78 fcnt=196
[+] iot/gateway/sensor-03/telemetry -> value=1014.52 rssi=-67 fcnt=196
[+] iot/gateway/sensor-01/telemetry -> value=22.6 rssi=-87 fcnt=197
[+] iot/gateway/sensor-02/telemetry -> value=52.58 rssi=-67 fcnt=197
[+] iot/gateway/sensor-03/telemetry -> value=1012.94 rssi=-86 fcnt=197
[+] iot/gateway/sensor-01/telemetry -> value=21.48 rssi=-62 fcnt=198
[+] iot/gateway/sensor-02/telemetry -> value=52.16 rssi=-62 fcnt=198
[+] iot/gateway/sensor-03/telemetry -> value=1017.41 rssi=-66 fcnt=198
[+] iot/gateway/sensor-01/telemetry -> value=23.27 rssi=-95 fcnt=199
[+] iot/gateway/sensor-02/telemetry -> value=50.26 rssi=-91 fcnt=199
[+] iot/gateway/sensor-03/telemetry -> value=1014.48 rssi=-82 fcnt=199
[+] iot/gateway/sensor-01/telemetry -> value=24.2 rssi=-77 fcnt=200
[+] iot/gateway/sensor-02/telemetry -> value=56.45 rssi=-77 fcnt=200
[+] iot/gateway/sensor-03/telemetry -> value=1015.71 rssi=-78 fcnt=200
[+] iot/gateway/sensor-01/telemetry -> value=21.31 rssi=-73 fcnt=201
[+] iot/gateway/sensor-02/telemetry -> value=59.31 rssi=-81 fcnt=201
[+] iot/gateway/sensor-03/telemetry -> value=1013.06 rssi=-85 fcnt=201
[+] iot/gateway/sensor-01/telemetry -> value=22.15 rssi=-79 fcnt=202
[+] iot/gateway/sensor-02/telemetry -> value=52.89 rssi=-85 fcnt=202
[+] iot/gateway/sensor-03/telemetry -> value=1013.3 rssi=-77 fcnt=202
[+] iot/gateway/sensor-01/telemetry -> value=23.93 rssi=-90 fcnt=203
[+] iot/gateway/sensor-02/telemetry -> value=56.67 rssi=-77 fcnt=203
[+] iot/gateway/sensor-03/telemetry -> value=1013.12 rssi=-82 fcnt=203
[+] iot/gateway/sensor-01/telemetry -> value=22.29 rssi=-77 fcnt=204
[+] iot/gateway/sensor-02/telemetry -> value=56.76 rssi=-90 fcnt=204
[+] iot/gateway/sensor-03/telemetry -> value=1013.1 rssi=-67 fcnt=204
[+] iot/gateway/sensor-01/telemetry -> value=21.81 rssi=-72 fcnt=205
[+] iot/gateway/sensor-02/telemetry -> value=57.34 rssi=-63 fcnt=205
[+] iot/gateway/sensor-03/telemetry -> value=1014.13 rssi=-87 fcnt=205
[+] iot/gateway/sensor-01/telemetry -> value=23.13 rssi=-93 fcnt=206
[+] iot/gateway/sensor-02/telemetry -> value=58.55 rssi=-67 fcnt=206
[+] iot/gateway/sensor-03/telemetry -> value=1014.05 rssi=-71 fcnt=206
[+] iot/gateway/sensor-01/telemetry -> value=21.52 rssi=-83 fcnt=207
[+] iot/gateway/sensor-02/telemetry -> value=60.28 rssi=-85 fcnt=207
[+] iot/gateway/sensor-03/telemetry -> value=1011.71 rssi=-65 fcnt=207
[+] iot/gateway/sensor-01/telemetry -> value=22.41 rssi=-81 fcnt=208
[+] iot/gateway/sensor-02/telemetry -> value=54.49 rssi=-81 fcnt=208
[+] iot/gateway/sensor-03/telemetry -> value=1012.06 rssi=-75 fcnt=208
[+] iot/gateway/sensor-01/telemetry -> value=21.68 rssi=-93 fcnt=209
[+] iot/gateway/sensor-02/telemetry -> value=55.08 rssi=-67 fcnt=209
[+] iot/gateway/sensor-03/telemetry -> value=1014.1 rssi=-85 fcnt=209
[+] iot/gateway/sensor-01/telemetry -> value=23.51 rssi=-74 fcnt=210
[+] iot/gateway/sensor-02/telemetry -> value=55.67 rssi=-76 fcnt=210
[+] iot/gateway/sensor-03/telemetry -> value=1011.13 rssi=-86 fcnt=210
[+] iot/gateway/sensor-01/telemetry -> value=22.65 rssi=-61 fcnt=211
[+] iot/gateway/sensor-02/telemetry -> value=58.65 rssi=-77 fcnt=211
[+] iot/gateway/sensor-03/telemetry -> value=1012.99 rssi=-93 fcnt=211
[+] iot/gateway/sensor-01/telemetry -> value=21.97 rssi=-60 fcnt=212
[+] iot/gateway/sensor-02/telemetry -> value=56.83 rssi=-61 fcnt=212
[+] iot/gateway/sensor-03/telemetry -> value=1013.21 rssi=-86 fcnt=212
[+] iot/gateway/sensor-01/telemetry -> value=23.8 rssi=-86 fcnt=213
[+] iot/gateway/sensor-02/telemetry -> value=60.32 rssi=-65 fcnt=213
[+] iot/gateway/sensor-03/telemetry -> value=1015.0 rssi=-93 fcnt=213
[+] iot/gateway/sensor-01/telemetry -> value=23.52 rssi=-62 fcnt=214
[+] iot/gateway/sensor-02/telemetry -> value=53.63 rssi=-86 fcnt=214
[+] iot/gateway/sensor-03/telemetry -> value=1013.44 rssi=-92 fcnt=214
[+] iot/gateway/sensor-01/telemetry -> value=24.72 rssi=-68 fcnt=215
[+] iot/gateway/sensor-02/telemetry -> value=53.5 rssi=-72 fcnt=215
[+] iot/gateway/sensor-03/telemetry -> value=1013.73 rssi=-63 fcnt=215
[+] iot/gateway/sensor-01/telemetry -> value=24.48 rssi=-68 fcnt=216
[+] iot/gateway/sensor-02/telemetry -> value=56.27 rssi=-79 fcnt=216
[+] iot/gateway/sensor-03/telemetry -> value=1014.55 rssi=-78 fcnt=216
[+] iot/gateway/sensor-01/telemetry -> value=21.32 rssi=-91 fcnt=217
[+] iot/gateway/sensor-02/telemetry -> value=53.17 rssi=-62 fcnt=217
[+] iot/gateway/sensor-03/telemetry -> value=1009.5 rssi=-74 fcnt=217
